10 year total return;Excess return (over SIXPRX);Average (daily) excess return;Volatility;Information ratio;Parameters and weights
214.37%;74.80%;22.15%;0.741;0.299;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
214.31%;74.74%;29.36%;0.799;0.368;{'fcfy': 0.5, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
214.23%;74.65%;23.37%;0.769;0.304;{'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
213.81%;74.24%;17.67%;0.737;0.24;{'roe': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.6}
213.81%;74.23%;21.55%;0.743;0.29;{'roe': 0.1, 'fcfy': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
213.67%;74.09%;19.89%;0.77;0.258;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.4, 'dividend_yield': 0.1}
213.66%;74.09%;26.26%;0.739;0.355;{'roe': 0.6, 'fcfy': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
213.62%;74.04%;17.74%;0.799;0.222;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
213.54%;73.97%;19.08%;0.72;0.265;{'roe': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
213.50%;73.93%;15.92%;0.76;0.209;{'roe': 0.6, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
213.23%;73.65%;22.45%;0.739;0.304;{'roe': 0.3, 'fcfy': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
213.22%;73.65%;20.98%;0.789;0.266;{'roe': 0.2, 'revenue_growth': 0.5, 'dividend_yield': 0.3}
213.11%;73.53%;19.03%;0.716;0.266;{'roe': 0.5, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
212.98%;73.40%;16.94%;0.789;0.215;{'roe': 0.6, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
212.93%;73.35%;30.64%;0.765;0.4;{'fcfy': 0.4, 'roic_wacc': 0.4, 'dividend_yield': 0.2}
212.79%;73.22%;15.16%;0.715;0.212;{'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.7}
212.71%;73.14%;17.55%;0.749;0.234;{'roe': 0.8, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
212.63%;73.06%;23.51%;0.731;0.322;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
212.42%;72.85%;20.27%;0.79;0.256;{'roe': 0.4, 'fcfy': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
212.25%;72.68%;19.52%;0.726;0.269;{'fcfy': 0.7, 'dividend_yield': 0.3}
212.23%;72.65%;19.06%;0.791;0.241;{'roe': 0.3, 'fcfy': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
212.19%;72.61%;22.22%;0.73;0.304;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
212.14%;72.56%;18.08%;0.75;0.241;{'roe': 0.3, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
212.11%;72.54%;10.52%;0.795;0.132;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
212.05%;72.47%;-9.07%;0.802;-0.113;{'fcfy': 0.3, 'revenue_growth': 0.5, 'dividend_yield': 0.2}
211.67%;72.09%;27.70%;0.721;0.384;{'roe': 0.3, 'roic_wacc': 0.2, 'dividend_yield': 0.5}
211.63%;72.06%;18.75%;0.803;0.233;{'roe': 0.4, 'fcfy': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
211.57%;72.00%;10.56%;0.784;0.135;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.4}
211.53%;71.96%;19.47%;0.755;0.258;{'roe': 0.1, 'fcfy': 0.4, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
211.37%;71.80%;-13.47%;0.723;-0.186;{'roic_wacc': 0.2, 'revenue_growth': 0.6, 'dividend_yield': 0.2}
211.25%;71.67%;30.92%;0.76;0.407;{'roe': 0.2, 'fcfy': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.5}
211.02%;71.45%;25.01%;0.776;0.322;{'roe': 0.3, 'fcfy': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
210.76%;71.18%;16.85%;0.838;0.201;{'fcfy': 0.9, 'revenue_growth': 0.1}
210.56%;70.99%;11.30%;0.752;0.15;{'fcfy': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.5}
210.52%;70.94%;22.16%;0.718;0.309;{'roe': 0.2, 'dividend_yield': 0.8}
210.39%;70.82%;13.63%;0.735;0.186;{'roe': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
210.23%;70.66%;23.77%;0.801;0.297;{'roe': 0.5, 'fcfy': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
210.00%;70.43%;15.04%;0.788;0.191;{'roe': 0.4, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
209.94%;70.36%;21.45%;0.748;0.287;{'roe': 0.2, 'fcfy': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
209.91%;70.34%;25.25%;0.815;0.31;{'roe': 0.4, 'fcfy': 0.4, 'dividend_yield': 0.2}
209.91%;70.33%;21.91%;0.793;0.276;{'roe': 0.5, 'fcfy': 0.3, 'dividend_yield': 0.2}
209.82%;70.25%;20.97%;0.742;0.283;{'roe': 0.2, 'fcfy': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
209.80%;70.22%;8.75%;0.778;0.113;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
209.75%;70.17%;12.90%;0.821;0.157;{'roe': 0.6, 'fcfy': 0.1, 'revenue_growth': 0.3}
209.36%;69.79%;20.16%;0.711;0.283;{'roe': 0.1, 'roic_wacc': 0.6, 'dividend_yield': 0.3}
209.35%;69.78%;22.42%;0.714;0.314;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
208.97%;69.40%;15.06%;0.745;0.202;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
208.85%;69.28%;20.80%;0.775;0.268;{'roe': 0.2, 'fcfy': 0.4, 'roic_wacc': 0.3, 'dividend_yield': 0.1}
208.65%;69.07%;14.03%;0.793;0.177;{'fcfy': 0.5, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
208.45%;68.88%;16.94%;0.807;0.21;{'roe': 0.4, 'fcfy': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
208.38%;68.81%;9.90%;0.776;0.128;{'roe': 0.6, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
208.11%;68.53%;22.51%;0.708;0.318;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.6}
207.94%;68.37%;18.91%;0.801;0.236;{'roe': 0.5, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
207.71%;68.14%;27.71%;0.79;0.351;{'roe': 0.3, 'fcfy': 0.5, 'dividend_yield': 0.2}
207.67%;68.09%;22.57%;0.699;0.323;{'fcfy': 0.1, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
207.60%;68.03%;19.00%;0.71;0.268;{'roe': 0.1, 'fcfy': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
207.49%;67.92%;16.07%;0.775;0.208;{'roe': 0.5, 'fcfy': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
207.28%;67.71%;27.42%;0.712;0.385;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.5}
207.15%;67.57%;-14.78%;0.738;-0.2;{'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.6, 'dividend_yield': 0.2}
207.13%;67.56%;6.72%;0.772;0.087;{'fcfy': 0.3, 'revenue_growth': 0.4, 'dividend_yield': 0.3}
207.07%;67.50%;8.75%;0.786;0.111;{'roe': 0.5, 'fcfy': 0.2, 'roic_wacc': 0.3}
206.87%;67.30%;21.17%;0.692;0.306;{'roic_wacc': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
206.61%;67.04%;21.71%;0.776;0.28;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
206.56%;66.99%;17.78%;0.751;0.237;{'roe': 0.3, 'fcfy': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
206.51%;66.94%;12.46%;0.715;0.174;{'roe': 0.1, 'fcfy': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.6}
206.49%;66.91%;24.29%;0.694;0.35;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.2, 'dividend_yield': 0.5}
206.44%;66.86%;13.26%;0.786;0.169;{'roe': 0.1, 'revenue_growth': 0.4, 'dividend_yield': 0.5}
206.31%;66.73%;22.03%;0.699;0.315;{'roe': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
206.20%;66.62%;15.85%;0.711;0.223;{'roe': 0.2, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
206.19%;66.62%;18.13%;0.692;0.262;{'roe': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
205.97%;66.40%;18.36%;0.789;0.233;{'roe': 0.4, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
205.97%;66.40%;19.25%;0.705;0.273;{'fcfy': 0.1, 'roic_wacc': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
205.72%;66.14%;15.42%;0.702;0.22;{'fcfy': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
205.61%;66.04%;20.41%;0.802;0.255;{'roe': 0.1, 'fcfy': 0.8, 'roic_wacc': 0.1}
205.54%;65.97%;18.45%;0.796;0.232;{'roe': 0.3, 'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
205.42%;65.84%;13.29%;0.761;0.175;{'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.5}
205.38%;65.81%;6.59%;0.76;0.087;{'revenue_growth': 0.5, 'dividend_yield': 0.5}
205.36%;65.79%;7.15%;0.781;0.092;{'fcfy': 0.7, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
205.24%;65.67%;8.14%;0.767;0.106;{'fcfy': 0.8, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
205.08%;65.50%;15.05%;0.737;0.204;{'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.4}
205.04%;65.46%;8.53%;0.699;0.122;{'roe': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
205.03%;65.46%;10.62%;0.711;0.149;{'roe': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
204.85%;65.28%;11.64%;0.713;0.163;{'roe': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
204.28%;64.70%;19.84%;0.684;0.29;{'roe': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
204.21%;64.64%;24.63%;0.713;0.345;{'roe': 0.2, 'fcfy': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
203.91%;64.33%;22.87%;0.716;0.319;{'roe': 0.1, 'fcfy': 0.4, 'dividend_yield': 0.5}
203.82%;64.25%;6.97%;0.745;0.093;{'roe': 0.7, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
203.75%;64.17%;17.12%;0.748;0.229;{'roe': 0.5, 'roic_wacc': 0.4, 'dividend_yield': 0.1}
203.71%;64.14%;22.82%;0.704;0.324;{'roe': 0.2, 'fcfy': 0.1, 'dividend_yield': 0.7}
203.66%;64.09%;16.64%;0.731;0.228;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
203.63%;64.05%;17.88%;0.742;0.241;{'roe': 0.6, 'fcfy': 0.2, 'dividend_yield': 0.2}
203.62%;64.04%;22.54%;0.725;0.311;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.3, 'dividend_yield': 0.3}
203.56%;63.98%;33.44%;0.731;0.457;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.1, 'dividend_yield': 0.5}
203.56%;63.98%;14.45%;0.693;0.208;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
203.51%;63.93%;20.92%;0.822;0.255;{'roe': 0.3, 'fcfy': 0.7}
203.09%;63.51%;20.87%;0.701;0.298;{'roe': 0.6, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
203.02%;63.44%;7.51%;0.733;0.102;{'fcfy': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.6}
203.01%;63.44%;23.78%;0.742;0.32;{'roe': 0.5, 'fcfy': 0.1, 'dividend_yield': 0.4}
202.85%;63.27%;16.98%;0.691;0.246;{'roic_wacc': 0.6, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
202.81%;63.24%;16.82%;0.761;0.221;{'fcfy': 0.9, 'dividend_yield': 0.1}
202.60%;63.03%;25.32%;0.712;0.355;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.2, 'dividend_yield': 0.4}
202.49%;62.92%;12.99%;0.7;0.186;{'roe': 0.4, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
202.41%;62.84%;17.33%;0.682;0.254;{'roe': 0.3, 'roic_wacc': 0.3, 'dividend_yield': 0.4}
202.33%;62.75%;12.52%;0.768;0.163;{'roe': 0.5, 'roic_wacc': 0.5}
202.13%;62.55%;14.85%;0.744;0.2;{'fcfy': 0.4, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
202.13%;62.55%;16.53%;0.75;0.22;{'roe': 0.2, 'fcfy': 0.6, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
201.95%;62.37%;17.61%;0.724;0.243;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.3, 'dividend_yield': 0.1}
201.91%;62.33%;4.26%;0.727;0.059;{'roe': 0.8, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
201.65%;62.07%;23.54%;0.741;0.318;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.1, 'dividend_yield': 0.3}
201.64%;62.07%;17.71%;0.723;0.245;{'roe': 0.7, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
201.57%;61.99%;8.38%;0.759;0.11;{'roe': 0.4, 'fcfy': 0.3, 'roic_wacc': 0.3}
201.56%;61.99%;17.05%;0.811;0.21;{'roe': 0.2, 'fcfy': 0.6, 'roic_wacc': 0.2}
201.47%;61.90%;29.37%;0.726;0.405;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.1, 'dividend_yield': 0.4}
201.47%;61.90%;19.09%;0.745;0.256;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
201.33%;61.76%;16.20%;0.672;0.241;{'roe': 0.1, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
201.31%;61.74%;18.79%;0.747;0.251;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
201.29%;61.71%;15.75%;0.705;0.223;{'roe': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.5}
201.01%;61.43%;20.29%;0.706;0.287;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
200.69%;61.12%;13.08%;0.734;0.178;{'roe': 0.1, 'fcfy': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
200.57%;60.99%;6.84%;0.691;0.099;{'roe': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
200.42%;60.84%;6.07%;0.76;0.08;{'revenue_growth': 0.6, 'dividend_yield': 0.4}
199.83%;60.25%;-14.89%;0.719;-0.207;{'fcfy': 0.2, 'revenue_growth': 0.7, 'dividend_yield': 0.1}
199.75%;60.18%;14.99%;0.709;0.211;{'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
199.58%;60.00%;22.25%;0.794;0.28;{'roe': 0.4, 'fcfy': 0.5, 'dividend_yield': 0.1}
199.52%;59.95%;18.83%;0.698;0.27;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
199.40%;59.83%;9.27%;0.753;0.123;{'roe': 0.5, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
199.40%;59.82%;-18.32%;0.73;-0.251;{'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.6, 'dividend_yield': 0.1}
199.29%;59.71%;11.71%;0.68;0.172;{'roe': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.8}
199.15%;59.57%;-2.23%;0.777;-0.029;{'fcfy': 0.8, 'revenue_growth': 0.2}
199.12%;59.55%;18.35%;0.678;0.271;{'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
199.02%;59.44%;13.08%;0.811;0.161;{'roe': 0.3, 'fcfy': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
198.62%;59.05%;18.17%;0.7;0.259;{'roe': 0.6, 'dividend_yield': 0.4}
198.36%;58.79%;23.39%;0.712;0.328;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.1, 'dividend_yield': 0.5}
198.20%;58.63%;23.10%;0.744;0.31;{'roe': 0.1, 'fcfy': 0.6, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
198.14%;58.57%;17.47%;0.69;0.253;{'roe': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
198.11%;58.54%;14.62%;0.675;0.217;{'roe': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
197.74%;58.17%;11.21%;0.744;0.151;{'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.6}
197.60%;58.03%;27.22%;0.696;0.391;{'fcfy': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
197.53%;57.96%;22.79%;0.697;0.327;{'roe': 0.1, 'fcfy': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
197.22%;57.65%;17.99%;0.692;0.26;{'roe': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
196.97%;57.40%;18.60%;0.808;0.23;{'roe': 0.5, 'fcfy': 0.5}
196.76%;57.18%;12.67%;0.684;0.185;{'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
196.65%;57.08%;18.43%;0.693;0.266;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
196.42%;56.85%;10.97%;0.702;0.156;{'fcfy': 0.5, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
196.35%;56.78%;12.67%;0.669;0.189;{'roe': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
196.30%;56.73%;14.28%;0.681;0.21;{'roe': 0.2, 'roic_wacc': 0.4, 'dividend_yield': 0.4}
196.13%;56.56%;9.46%;0.769;0.123;{'roe': 0.2, 'fcfy': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
196.08%;56.50%;22.55%;0.724;0.311;{'roe': 0.3, 'fcfy': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
196.02%;56.45%;20.63%;0.669;0.308;{'fcfy': 0.1, 'roic_wacc': 0.6, 'dividend_yield': 0.3}
196.02%;56.45%;17.29%;0.744;0.233;{'roe': 0.4, 'fcfy': 0.3, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
195.92%;56.34%;18.04%;0.713;0.253;{'roe': 0.2, 'fcfy': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
195.65%;56.07%;22.86%;0.697;0.328;{'roe': 0.5, 'fcfy': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
195.49%;55.91%;14.62%;0.745;0.196;{'roe': 0.6, 'fcfy': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
195.40%;55.82%;4.59%;0.745;0.062;{'roe': 0.6, 'fcfy': 0.1, 'roic_wacc': 0.3}
195.33%;55.76%;22.98%;0.694;0.331;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
195.29%;55.72%;-7.01%;0.715;-0.098;{'roe': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.6, 'dividend_yield': 0.2}
195.28%;55.70%;6.64%;0.758;0.088;{'roe': 0.6, 'roic_wacc': 0.4}
195.20%;55.62%;10.74%;0.68;0.158;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
195.18%;55.61%;11.85%;0.681;0.174;{'roe': 0.4, 'fcfy': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
194.95%;55.38%;22.32%;0.711;0.314;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.2, 'dividend_yield': 0.4}
194.90%;55.32%;23.44%;0.697;0.336;{'fcfy': 0.3, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
194.83%;55.25%;10.47%;0.738;0.142;{'roe': 0.1, 'fcfy': 0.1, 'revenue_growth': 0.5, 'dividend_yield': 0.3}
194.71%;55.13%;15.71%;0.651;0.241;{'roe': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
194.66%;55.09%;7.14%;0.707;0.101;{'revenue_growth': 0.3, 'dividend_yield': 0.7}
194.61%;55.03%;12.53%;0.736;0.17;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
194.58%;55.00%;11.88%;0.716;0.166;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
194.57%;55.00%;17.95%;0.777;0.231;{'roe': 0.2, 'fcfy': 0.6, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
194.55%;54.98%;15.10%;0.685;0.22;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
194.28%;54.70%;11.34%;0.673;0.169;{'roe': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.4}
194.12%;54.54%;22.94%;0.751;0.306;{'roe': 0.2, 'fcfy': 0.5, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
193.92%;54.34%;13.24%;0.699;0.189;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
193.90%;54.33%;16.29%;0.71;0.229;{'fcfy': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
193.83%;54.26%;12.06%;0.67;0.18;{'roe': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
193.73%;54.16%;11.86%;0.669;0.177;{'roe': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
193.63%;54.05%;18.90%;0.697;0.271;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.4}
193.60%;54.02%;-3.66%;0.696;-0.053;{'roic_wacc': 0.1, 'revenue_growth': 0.6, 'dividend_yield': 0.3}
193.59%;54.02%;-12.85%;0.711;-0.181;{'fcfy': 0.1, 'revenue_growth': 0.9}
193.47%;53.90%;18.15%;0.693;0.262;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
193.36%;53.79%;12.75%;0.669;0.191;{'roe': 0.2, 'roic_wacc': 0.3, 'dividend_yield': 0.5}
193.00%;53.43%;16.87%;0.795;0.212;{'roe': 0.1, 'fcfy': 0.7, 'roic_wacc': 0.2}
192.97%;53.39%;15.71%;0.676;0.232;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.4}
192.74%;53.17%;13.50%;0.718;0.188;{'roe': 0.5, 'fcfy': 0.2, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
192.73%;53.16%;14.12%;0.676;0.209;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
192.57%;52.99%;11.15%;0.667;0.167;{'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
192.37%;52.80%;15.37%;0.689;0.223;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.1, 'dividend_yield': 0.3}
192.32%;52.74%;14.27%;0.773;0.185;{'roe': 0.2, 'fcfy': 0.5, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
192.07%;52.50%;14.13%;0.671;0.211;{'roe': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.6}
192.07%;52.49%;10.77%;0.651;0.165;{'roe': 0.1, 'fcfy': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.7}
191.99%;52.42%;12.15%;0.76;0.16;{'roe': 0.3, 'fcfy': 0.5, 'roic_wacc': 0.2}
191.99%;52.41%;5.19%;0.678;0.077;{'roe': 0.4, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
191.84%;52.27%;20.38%;0.697;0.293;{'roe': 0.3, 'fcfy': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
191.74%;52.16%;10.98%;0.664;0.165;{'roe': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
191.65%;52.08%;17.63%;0.716;0.246;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
191.41%;51.84%;6.57%;0.722;0.091;{'fcfy': 0.6, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
191.40%;51.83%;12.16%;0.67;0.181;{'roe': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
