10 year total return;Excess return (over SIXPRX);Average (daily) excess return;Volatility;Information ratio;Parameters and weights
195.793 %; 56.218 %; 25.605 %;  0.756;  0.339;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
194.571 %; 54.996 %; 10.882 %;  0.728;  0.150;{'roe': 0.5, 'roic_wacc': 0.5}
194.212 %; 54.637 %; 20.695 %;  0.696;  0.297;{'roe': 0.4, 'roic_wacc': 0.1, 'dividend_yield': 0.5}
193.948 %; 54.373 %;  3.450 %;  0.745;  0.046;{'roe': 0.7, 'roic_wacc': 0.3}
193.937 %; 54.362 %;  7.564 %;  0.680;  0.111;{'revenue_growth': 0.1, 'dividend_yield': 0.9}
193.916 %; 54.342 %; 10.403 %;  0.684;  0.152;{'roe': 0.3, 'roic_wacc': 0.4, 'dividend_yield': 0.3}
193.628 %; 54.053 %;  6.047 %;  0.699;  0.087;{'roe': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
193.578 %; 54.003 %; 18.793 %;  0.760;  0.247;{'roe': 0.3, 'fcfy': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
193.390 %; 53.816 %; 21.995 %;  0.705;  0.312;{'roe': 0.3, 'fcfy': 0.1, 'dividend_yield': 0.6}
192.859 %; 53.285 %;  2.415 %;  0.689;  0.035;{'roe': 0.5, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
192.654 %; 53.079 %; 22.781 %;  0.708;  0.322;{'roe': 0.4, 'fcfy': 0.1, 'dividend_yield': 0.5}
192.556 %; 52.982 %; 25.936 %;  0.774;  0.335;{'roe': 0.3, 'fcfy': 0.6, 'dividend_yield': 0.1}
192.471 %; 52.897 %;  6.054 %;  0.702;  0.086;{'roe': 0.6, 'roic_wacc': 0.3, 'dividend_yield': 0.1}
192.395 %; 52.821 %; 19.887 %;  0.699;  0.285;{'roe': 0.1, 'fcfy': 0.1, 'dividend_yield': 0.8}
192.349 %; 52.774 %; 11.966 %;  0.693;  0.173;{'roe': 0.5, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
191.989 %; 52.414 %; 24.823 %;  0.741;  0.335;{'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.6}
191.843 %; 52.268 %; 18.690 %;  0.701;  0.267;{'roe': 0.1, 'fcfy': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.6}
191.822 %; 52.247 %; 22.313 %;  0.713;  0.313;{'roe': 0.4, 'fcfy': 0.2, 'dividend_yield': 0.4}
191.773 %; 52.199 %;  1.208 %;  0.701;  0.017;{'roe': 0.8, 'roic_wacc': 0.2}
191.771 %; 52.196 %; 15.398 %;  0.661;  0.233;{'roe': 0.1, 'fcfy': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.5}
191.303 %; 51.728 %; 22.467 %;  0.720;  0.312;{'roe': 0.4, 'fcfy': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
190.920 %; 51.345 %; 22.957 %;  0.727;  0.316;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.5}
190.661 %; 51.086 %; 17.103 %;  0.671;  0.255;{'fcfy': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.4}
189.874 %; 50.299 %; 20.397 %;  0.691;  0.295;{'roe': 0.1, 'fcfy': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
189.786 %; 50.211 %; 20.167 %;  0.684;  0.295;{'roe': 0.3, 'fcfy': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
189.659 %; 50.084 %;  7.529 %;  0.693;  0.109;{'roe': 0.9, 'dividend_yield': 0.1}
189.514 %; 49.939 %; 20.964 %;  0.703;  0.298;{'roe': 0.3, 'fcfy': 0.2, 'dividend_yield': 0.5}
189.327 %; 49.752 %; 15.453 %;  0.669;  0.231;{'roe': 0.3, 'roic_wacc': 0.2, 'dividend_yield': 0.5}
188.629 %; 49.054 %;  4.225 %;  0.714;  0.059;{'roe': 0.6, 'roic_wacc': 0.4}
188.200 %; 48.625 %; 17.841 %;  0.691;  0.258;{'roe': 0.1, 'fcfy': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.4}
187.972 %; 48.397 %;  8.241 %;  0.688;  0.120;{'roe': 0.1, 'roic_wacc': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
187.652 %; 48.077 %; -3.283 %;  0.680; -0.048;{'roe': 0.4, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
187.528 %; 47.953 %;  6.638 %;  0.647;  0.103;{'roe': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
187.328 %; 47.754 %; 19.502 %;  0.725;  0.269;{'roe': 0.2, 'fcfy': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.4}
186.681 %; 47.106 %; 14.360 %;  0.663;  0.217;{'fcfy': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.6}
186.374 %; 46.799 %; 18.002 %;  0.675;  0.267;{'roe': 0.2, 'fcfy': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
185.756 %; 46.181 %; 11.052 %;  0.637;  0.173;{'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.5}
185.660 %; 46.085 %;  5.838 %;  0.668;  0.087;{'roe': 0.1, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
185.496 %; 45.921 %; 11.171 %;  0.649;  0.172;{'roe': 0.2, 'roic_wacc': 0.3, 'dividend_yield': 0.5}
184.989 %; 45.414 %; 16.986 %;  0.684;  0.248;{'fcfy': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.7}
184.872 %; 45.297 %; 18.059 %;  0.678;  0.266;{'roe': 0.2, 'fcfy': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.5}
184.752 %; 45.177 %; 24.539 %;  0.731;  0.336;{'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
184.687 %; 45.112 %; 19.491 %;  0.685;  0.285;{'roe': 0.3, 'fcfy': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
184.671 %; 45.096 %; 15.278 %;  0.693;  0.220;{'roe': 0.2, 'fcfy': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
184.602 %; 45.027 %;  1.178 %;  0.648;  0.018;{'roe': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
184.163 %; 44.588 %;  7.056 %;  0.647;  0.109;{'roe': 0.2, 'roic_wacc': 0.4, 'dividend_yield': 0.4}
183.696 %; 44.122 %; 14.251 %;  0.652;  0.218;{'fcfy': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.5}
183.688 %; 44.113 %; 23.283 %;  0.722;  0.323;{'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.5}
183.580 %; 44.006 %;  4.994 %;  0.637;  0.078;{'roe': 0.3, 'roic_wacc': 0.3, 'dividend_yield': 0.4}
183.526 %; 43.952 %; 15.392 %;  0.658;  0.234;{'roe': 0.1, 'fcfy': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.5}
182.796 %; 43.221 %; 11.751 %;  0.658;  0.179;{'roe': 0.8, 'dividend_yield': 0.2}
181.276 %; 41.701 %; 22.652 %;  0.717;  0.316;{'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
179.793 %; 40.219 %;  0.163 %;  0.654;  0.002;{'roe': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
179.601 %; 40.026 %;  6.259 %;  0.624;  0.100;{'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
178.868 %; 39.293 %;  1.232 %;  0.621;  0.020;{'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
178.846 %; 39.272 %;  1.755 %;  0.639;  0.027;{'roe': 0.4, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
178.797 %; 39.222 %;  3.697 %;  0.631;  0.059;{'roe': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.6}
178.685 %; 39.110 %; -2.698 %;  0.642; -0.042;{'roe': 0.6, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
178.131 %; 38.556 %;  1.882 %;  0.675;  0.028;{'roe': 0.8, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
177.784 %; 38.209 %;  2.406 %;  0.648;  0.037;{'roe': 0.6, 'roic_wacc': 0.2, 'dividend_yield': 0.2}
177.182 %; 37.607 %; -0.529 %;  0.662; -0.008;{'roe': 0.7, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
176.951 %; 37.376 %; -3.871 %;  0.660; -0.059;{'revenue_growth': 0.6, 'dividend_yield': 0.4}
175.888 %; 36.313 %;  5.547 %;  0.637;  0.087;{'roe': 0.6, 'roic_wacc': 0.1, 'dividend_yield': 0.3}
175.156 %; 35.581 %;  1.749 %;  0.611;  0.029;{'roe': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
175.061 %; 35.486 %; 15.989 %;  0.648;  0.247;{'roe': 0.1, 'fcfy': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.7}
173.116 %; 33.541 %;-14.893 %;  0.665; -0.224;{'revenue_growth': 0.9, 'dividend_yield': 0.1}
172.890 %; 33.315 %;  5.828 %;  0.618;  0.094;{'roe': 0.1, 'roic_wacc': 0.4, 'dividend_yield': 0.5}
172.732 %; 33.157 %;  4.527 %;  0.636;  0.071;{'roe': 0.3, 'roic_wacc': 0.1, 'dividend_yield': 0.6}
172.162 %; 32.587 %;  6.346 %;  0.620;  0.102;{'roe': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.6}
172.030 %; 32.455 %;  0.322 %;  0.624;  0.005;{'roe': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.5}
171.919 %; 32.344 %; 21.883 %;  0.705;  0.310;{'roe': 0.4, 'fcfy': 0.5, 'dividend_yield': 0.1}
171.525 %; 31.950 %; -8.372 %;  0.625; -0.134;{'roe': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
170.013 %; 30.438 %;  1.982 %;  0.621;  0.032;{'roe': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
169.474 %; 29.899 %;-11.415 %;  0.631; -0.181;{'roe': 0.1, 'revenue_growth': 0.6, 'dividend_yield': 0.3}
168.946 %; 29.371 %; -1.457 %;  0.595; -0.024;{'roe': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
168.932 %; 29.358 %;-18.419 %;  0.615; -0.300;{'revenue_growth': 0.7, 'dividend_yield': 0.3}
168.712 %; 29.137 %;  1.541 %;  0.612;  0.025;{'roe': 0.2, 'roic_wacc': 0.2, 'dividend_yield': 0.6}
168.634 %; 29.059 %;  9.976 %;  0.623;  0.160;{'fcfy': 0.1, 'revenue_growth': 0.4, 'dividend_yield': 0.5}
166.718 %; 27.143 %; -1.864 %;  0.595; -0.031;{'roe': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
166.593 %; 27.018 %; -3.595 %;  0.606; -0.059;{'revenue_growth': 0.2, 'dividend_yield': 0.8}
166.401 %; 26.826 %; -2.455 %;  0.587; -0.042;{'roe': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
166.098 %; 26.524 %;  1.184 %;  0.604;  0.020;{'roe': 0.6, 'dividend_yield': 0.4}
165.294 %; 25.719 %; -4.851 %;  0.643; -0.075;{'roe': 0.5, 'roic_wacc': 0.4, 'dividend_yield': 0.1}
164.139 %; 24.564 %;  0.602 %;  0.584;  0.010;{'roe': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.5}
152.984 %; 13.409 %; -7.704 %;  0.562; -0.137;{'roe': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
152.112 %; 12.537 %; -4.713 %;  0.559; -0.084;{'roe': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
151.435 %; 11.860 %; -9.196 %;  0.566; -0.163;{'roe': 0.7, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
147.717 %;  8.142 %; -6.162 %;  0.541; -0.114;{'roe': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
122.814 %;-16.761 %;-34.032 %;  0.484; -0.703;{'revenue_growth': 0.8, 'dividend_yield': 0.2}
