"Bolagsnamn";"Info";"Info";"Info";"Info";"Info";"Info";"Info";"Kursutveck.";"Utdelning";"P/E";"P/S";"P/B";"EV";"ROIC";"Antal Aktier";"ROE";"Vinst/Aktie";"FCF";"Vinsttillväxt";"Börsvärde"
"Lundin Gold";"Sverige";"Mid Cap";"Material";"Gruv & Metall";"LUG";"Aktier";"Q3-2017";"";"";-10.65463;"";2.01497;"";"";"";"";"";"";"";""
"Lundin Mining";"Sverige";"Large Cap";"Material";"Gruv & Metall";"LUMI";"Aktier";"Q1-2018";"";0.2162133;10.97422;2.391078;1.279192;18616.03;0.007608725;496.2248;0.002690865;-0.1993401;771.5724;"";19492.71
"Lundin Petroleum";"Sverige";"Large Cap";"Energi";"Olja & Gas";"LUPE";"Aktier";"Q1-2018";27.3;1.569653;19.74589;5.246509;-138.2676;48261.06;0.0201175;310.2829;-0.612033;0.1504131;-1776.775;0.09388936;36350.27
"Luxor";"Denmark";"Small Cap";"Finans & Fastighet";"Investmentbolag";"LUXOR B";"Aktier";"Q2-2018";0.3587596;"";34.81503;7.131591;1.031375;"";"";"";"";"";"";"";""
"Lyko";"Sverige";"First North";"Sällanköpsvaror";"Konsument";"LYKO A";"Aktier";"Q1-2018";"";"";-20.08001;0.9799902;2.387756;"";"";"";"";"";"";"";""
"Lån og Spar Bank";"Denmark";"Small Cap";"Finans & Fastighet";"Bank";"LASP";"Aktier";"Q1-2018";1.197309;"";8.226225;1.723268;1.000044;"";"";"";"";"";"";"";""
"Mackmyra";"Sverige";"First North";"Dagligvaror";"Konsumentprodukter";"MACK B";"Aktier";"Q1-2018";"";"";-21.97015;2.723225;1.66591;"";"";"";"";"";"";"";""
"MAG Interactive";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"MAGI";"Aktier";"Q2-2018";"";"";-10.0036;2.466305;1.920669;"";"";"";"";"";"";"";""
"Magnolia";"Sverige";"First North";"Finans & Fastighet";"Fastigheter";"MAG";"Aktier";"Q1-2018";"";"";7.098338;0.9027822;1.873525;"";"";"";"";"";"";"";""
"Magseis";"Norge";"Oslo Axess";"Energi";"Olja & Gas";"MSEIS";"Aktier";"Q1-2018";"";"";17.05821;1.957224;1.092638;"";"";"";"";"";"";"";""
"Maha Energy";"Sverige";"First North";"Energi";"Olja & Gas";"MAHA A";"Aktier";"Q1-2018";"";"";-271.0769;5.30481;1.811047;"";"";"";"";"";"";"";""
"Malmbergs Elektriska";"Sverige";"Small Cap";"Industri";"Handel & Distribution";"MEAB B";"Aktier";"Q1-2018";4.366667;4.5;18.06249;1.209884;2.537864;583.8948;0.2108418;7.998;0.1791077;5.504621;37.93913;0.05786792;613.6396
"Mangold";"Sverige";"First North";"Finans & Fastighet";"Bank";"MANG";"Aktier";"Q1-2018";"";"";31.20058;2.121089;3.622534;"";"";"";"";"";"";"";""
"Mantex";"Sverige";"First North";"Industri";"Produktion";"MANTEX";"Aktier";"Q1-2018";"";"";-1.830544;7.121382;5.378309;"";"";"";"";"";"";"";""
"Marimekko";"Finland";"Small Cap";"Sällanköpsvaror";"kläder & Textil";"MMO1V";"Aktier";"Q1-2018";1.649381;"";21.21341;1.16297;3.874413;"";"";"";"";"";"";"";""
"Marine Harvest";"Norge";"OBX";"Dagligvaror";"Livsmedel";"MHG";"Aktier";"Q1-2018";"";"";19.48973;2.329166;3.486918;"";"";"";"";"";"";"";""
"Martela";"Finland";"Small Cap";"Industri";"Tjänster & Leverans";"MARAS";"Aktier";"Q4-2017";"";"";-34.90196;0.2012262;0.9809079;"";"";"";"";"";"";"";""
"Matas";"Denmark";"Mid Cap";"Dagligvaror";"Konsumentprodukter";"MATAS";"Aktier";"Q3-2018";"";"";8.251567;0.7222574;0.9602658;"";"";"";"";"";"";"";""
"Matra Petroleum";"Sverige";"First North";"Energi";"Olja & Gas";"MATRA";"Aktier";"Q1-2018";"";"";-2.815177;2.495692;1.059137;"";"";"";"";"";"";"";""
"Mavshack";"Sverige";"First North";"Informationsteknik";"Programvara & Internet";"MAV";"Aktier";"Q1-2018";"";"";-6.552707;1.981585;1.695192;"";"";"";"";"";"";"";""
"MaxFast Properties";"Sverige";"First North";"Finans & Fastighet";"Fastigheter";"MAXF";"Aktier";"Q1-2018";"";"";8.740764;4.12673;0.7222266;"";"";"";"";"";"";"";""
"McDonalds";"USA";"NYSE & Nasdaq
";"Dagligvaror";"Livsmedel";"MCD";"Aktier";"Q3-2017";8.169102;"";23.29774;5.635855;-38.09923;"";"";"";"";"";"";"";""
"MedCap";"Sverige";"Small Cap";"Finans & Fastighet";"Investmentbolag";"MCAP";"Aktier";"Q1-2018";"";"";227.9219;1.161466;3.786113;"";"";"";"";"";"";"";""
"Medfield";"Sverige";"Aktietorget";"Hälsovård";"Sjukvård";"MEDF";"Aktier";"Q1-2018";"";"";-12.39121;9.269741;1.806105;"";"";"";"";"";"";"";""
"Medical Prognosis";"Sverige";"First North";"Hälsovård";"Sjukvård";"MPI";"Aktier";"Q4-2017";"";"";-7.278835;42.99197;90.46777;"";"";"";"";"";"";"";""
"MedicaNatumin";"Sverige";"NGM";"Dagligvaror";"Konsumentprodukter";"MEDNA MTF";"Aktier";"Q4-2017";"";"";-36.125;1.670015;2.526008;"";"";"";"";"";"";"";""
"Medicover";"Sverige";"Mid Cap";"Hälsovård";"Sjukvård";"MCOV B";"Aktier";"Q1-2018";"";"";41.97175;1.645851;3.015896;"";"";"";"";"";"";"";""
"MedicPen";"Sverige";"Aktietorget";"Hälsovård";"Sjukvård";"MPEN";"Aktier";"Q1-2018";"";"";-5.110337;700.4301;7.093854;"";"";"";"";"";"";"";""
"MediRätt";"Sverige";"First North";"Hälsovård";"Sjukvård";"MEDR B";"Aktier";"Q1-2018";"";"";-12.30124;131.747;10.44142;"";"";"";"";"";"";"";""
"Medistim";"Norge";"OB Standard";"Hälsovård";"Sjukvård";"MEDI";"Aktier";"Q1-2018";"";"";33.40578;5.007818;7.897086;"";"";"";"";"";"";"";""
"Medivir";"Sverige";"Mid Cap";"Hälsovård";"Bioteknik";"MVIR B";"Aktier";"Q1-2018";-0.04897146;"";-2.67979;28.19833;1.591957;1196.518;-0.286546;22.9622;-0.2508681;-2.546573;25.0894;"";1764.591
"Mekonomen";"Sverige";"Mid Cap";"Sällanköpsvaror";"Återförsäljare";"MEKO";"Aktier";"Q1-2018";1.10364;6.893333;13.85504;0.7408239;1.772675;5945.541;0.1656188;33.32233;0.1858896;8.025952;130.244;0.06917094;5131.994
"MenuCard";"Sverige";"Aktietorget";"Informationsteknik";"Programvara & Internet";"MENU B";"Aktier";"Q1-2018";"";"";-1.18422;16.67872;-17.88371;"";"";"";"";"";"";"";""
"Mertiva";"Sverige";"NGM";"Hälsovård";"Läkemedel";"MERT MTF";"Aktier";"Q4-2017";"";"";1.010004;"";0.8758222;"";"";"";"";"";"";"";""
"Metallvärden";"Sverige";"NGM";"Industri";"Produktion";"METV MTF";"Aktier";"Q4-2017";"";"";-0.2622091;0.168147;-0.453459;"";"";"";"";"";"";"";""
"Metso";"Finland";"Large Cap";"Industri";"Tjänster & Leverans";"METSO";"Aktier";"Q1-2018";3.798954;"";38.26109;1.628625;3.661434;"";"";"";"";"";"";"";""
"Metsä Board A";"Finland";"Large Cap";"Material";"Skog";"METSA";"Pref";"Q1-2018";"";"";20.22143;1.787073;3.019272;"";"";"";"";"";"";"";""
"Metsä Board B";"Finland";"Large Cap";"Material";"Skog";"METSB";"Aktier";"Q1-2018";0.8320553;"";20.51389;1.812919;3.062939;"";"";"";"";"";"";"";""
"Micro Systemation";"Sverige";"Small Cap";"Informationsteknik";"Programvara & Internet";"MSAB B";"Aktier";"Q1-2018";"";0.9066667;27.56545;4.70478;12.21049;432.6901;-0.2486236;17.42773;0.2778308;1.222093;23.33447;"";486.2216
"Micropos Medical";"Sverige";"Aktietorget";"Hälsovård";"Sjukvård";"MPOS";"Aktier";"Q4-2017";"";"";-6.284039;44.82591;7.93966;"";"";"";"";"";"";"";""
"Microsoft";"USA";"NYSE & Nasdaq
";"Informationsteknik";"IT-Tjänster";"MSFT";"Aktier";"Q1-2018";3.061107;"";32.83592;8.062518;8.457158;"";"";"";"";"";"";"";""
"Midsona A";"Sverige";"Mid Cap";"Dagligvaror";"Konsumentprodukter";"MSON A";"Pref";"Q4-2017";"";0.6566666;37.83699;1.462564;2.050421;1243.558;0.007299874;18.92347;0.002080762;0.4367933;-80.42226;-0.0332476;878.4151
"Midsona B";"Sverige";"Mid Cap";"Dagligvaror";"Konsumentprodukter";"MSON B";"Aktier";"Q1-2018";"";0.6733333;31.13817;1.366372;1.884191;1232.265;0.006883734;21.58067;0.0008928706;0.3109065;-68.00173;-0.04112935;840.0938
"Midway A";"Sverige";"Small Cap";"Finans & Fastighet";"Investmentbolag";"MIDW A";"Pref";"Q1-2018";-0.08757152;1.266667;-20.71078;0.2691262;1.017654;1060.382;0.04151994;24.50933;0.03552725;1.227133;45.04665;"";805.275
"Midway B";"Sverige";"Small Cap";"Finans & Fastighet";"Investmentbolag";"MIDW B";"Aktier";"Q1-2018";-0.05696206;1.266667;-18.2598;0.2372769;0.8972216;987.4537;0.04151994;24.50933;0.03552725;1.227133;45.04665;"";732.3469
"Migatronic";"Denmark";"Small Cap";"Industri";"Tjänster & Leverans";"MIGA B";"Aktier";"Q4-2017";1.84;"";30.84274;0.7634263;1.828744;"";"";"";"";"";"";"";""
"Millicom";"Sverige";"Large Cap";"Telekommunikation";"Telekommunikationstjänster";"MIC SDB";"Aktier";"Q1-2018";"";13.22731;86.39477;1.03563;2.02162;65578.34;0.157972;102.3821;0.2481403;36.3662;1948.956;-0.07243468;50295.5
"Minesto";"Sverige";"First North";"Kraftförsörjning";"Energiproducenter";"MINEST";"Aktier";"Q4-2017";"";"";-55.44933;11.31388;1.73363;"";"";"";"";"";"";"";""
"Mips";"Sverige";"Small Cap";"Sällanköpsvaror";"Konsument";"MIPS";"Aktier";"Q1-2018";"";"";81.30556;13.73152;7.950301;"";"";"";"";"";"";"";""
"Miris";"Sverige";"Aktietorget";"Hälsovård";"Sjukvård";"MIR";"Aktier";"Q1-2018";"";"";-4.268293;4.746039;8.681467;"";"";"";"";"";"";"";""
"Misen Energy";"Sverige";"First North";"Energi";"Olja & Gas";"MISE";"Aktier";"Q1-2018";"";"";-0.2847454;5.00894;-8.279707;"";"";"";"";"";"";"";""
"Moberg Pharma";"Sverige";"Small Cap";"Hälsovård";"Läkemedel";"MOB";"Aktier";"Q1-2018";"";"";33.65333;1.277326;0.9738396;"";"";"";"";"";"";"";""
"MobiPlus";"Sverige";"Aktietorget";"Informationsteknik";"IT-Tjänster";"MPLUS";"Aktier";"Q1-2018";"";"";-11.91724;0.7703457;1.80634;"";"";"";"";"";"";"";""
"Modern Ekonomi";"Sverige";"First North";"Sällanköpsvaror";"Media";"ME";"Aktier";"Q2-2017";"";"";16.41256;0.4687272;3.778939;"";"";"";"";"";"";"";""
"Moment Group";"Sverige";"First North";"Sällanköpsvaror";"Hotell, restaurang & nöje";"MOMENT";"Aktier";"Q1-2018";"";"";14.00402;0.3224681;2.138972;"";"";"";"";"";"";"";""
"Momentum Group";"Sverige";"Mid Cap";"Industri";"Byggprodukter";"MMGR B";"Aktier";"Q4-2018";"";"";17.86743;0.5720601;2.784521;"";"";"";"";"";"";"";""
"Monberg & Thorsen";"Denmark";"Small Cap";"Industri";"Byggnation";"MT B";"Aktier";"Q4-2017";-0.5409836;"";-13.20792;"";1.067872;"";"";"";"";"";"";"";""
"Monobank";"Norge";"Merkur Market";"Finans & Fastighet";"Bank";"MONO-ME";"Aktier";"Q4-2017";"";"";40.24896;4.31486;1.38475;"";"";"";"";"";"";"";""
"Mons Bank";"Denmark";"Small Cap";"Finans & Fastighet";"Bank";"MNBA";"Aktier";"Q1-2018";0.2857143;"";4.919799;1.043637;0.4326044;"";"";"";"";"";"";"";""
"Motion Display";"Sverige";"Aktietorget";"Informationsteknik";"Elektronisk utrustning";"MODI";"Aktier";"Q1-2018";"";"";68.50192;2.583959;9.949593;"";"";"";"";"";"";"";""
"MoxieTech";"Sverige";"First North";"Industri";"Bemanning";"MOXI";"Aktier";"Q3-2018";"";"";138.2514;0.2806925;3.284894;"";"";"";"";"";"";"";""
"MPC Container Ships";"Norge";"OB Match";"Industri";"Handel & Distribution";"MPCC-ME";"Aktier";"Q4-2017";"";"";-178.2304;21.98653;1.381099;"";"";"";"";"";"";"";""
"MQ";"Sverige";"Small Cap";"Sällanköpsvaror";"kläder & Textil";"MQ";"Aktier";"Q2-2018";"";"";6.226581;0.2653953;0.4426565;"";"";"";"";"";"";"";""
"Mr Green & Co";"Sverige";"Mid Cap";"Sällanköpsvaror";"Betting & Spel";"MRG";"Aktier";"Q1-2018";"";"";17.53479;1.496155;1.780777;"";"";"";"";"";"";"";""
"MTG A";"Sverige";"Large Cap";"Sällanköpsvaror";"Media";"MTG A";"Pref";"Q1-2018";2.373832;8.633333;19.02644;1.339452;4.309781;21625.82;0.1367907;66.4708;0.1532205;14.0546;403.2333;0.1030052;20208.91
"MTG B";"Sverige";"Large Cap";"Sällanköpsvaror";"Media";"MTG B";"Aktier";"Q1-2018";2.629701;8.633333;18.62588;1.311253;4.219049;21313.35;0.1367907;66.4708;0.1532205;14.0546;403.2333;0.1030052;19896.45
"Multiconsult";"Norge";"OB Match";"Industri";"Byggnation";"MULTI";"Aktier";"Q4-2017";"";"";21.78002;0.5817476;2.975982;"";"";"";"";"";"";"";""
"MultiDocker";"Sverige";"NGM";"Industri";"Produktion";"MULT MTF";"Aktier";"Q1-2018";"";"";-2.763295;0.5741637;4.838984;"";"";"";"";"";"";"";""
"MultiQ";"Sverige";"Small Cap";"Informationsteknik";"Elektronisk utrustning";"MULQ";"Aktier";"Q1-2018";-0.5251315;"";72.22222;0.6050749;1.089023;59.96274;-0.009835548;58.64174;-0.02653003;-0.04085333;-0.5721334;"";67.01567
"Munters";"Sverige";"Large Cap";"Industri";"Byggprodukter";"MTRS";"Aktier";"Q1-2018";"";"";34.34373;1.309845;2.247273;"";"";"";"";"";"";"";""
"MVV Holding";"Sverige";"NGM";"Informationsteknik";"Tjänster & Leverans";"MVV MTF B";"Aktier";"Q4-2017";"";"";-5.905512;0.1750224;0.7980779;"";"";"";"";"";"";"";""
"Mycronic";"Sverige";"Mid Cap";"Informationsteknik";"Elektronisk utrustning";"MYCR";"Aktier";"Q1-2018";3.220591;1.166667;14.86539;3.168268;4.988092;2941.262;0.1692975;74.27499;0.09817552;1.615213;160.24;"";3384.943
"myFC Holding";"Sverige";"First North";"Kraftförsörjning";"Energiproducenter";"MYFC";"Aktier";"Q1-2018";"";"";-1.888756;68.85399;0.9547604;"";"";"";"";"";"";"";""
"myTaste";"Sverige";"First North";"Informationsteknik";"Programvara & Internet";"TASTE";"Aktier";"Q1-2018";"";"";-6.958035;1.531751;2.669637;"";"";"";"";"";"";"";""
"Mälaråsen";"Sverige";"Aktietorget";"Finans & Fastighet";"Fastigheter";"MALAR";"Aktier";"Q4-2017";"";"";3.17828;6.217896;1.072777;"";"";"";"";"";"";"";""
"Nanexa";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"NANEXA";"Aktier";"Q1-2018";"";"";-9.463895;21.74884;3.150262;"";"";"";"";"";"";"";""
"Nanologica";"Sverige";"Aktietorget";"Hälsovård";"Sjukvård";"NICA";"Aktier";"Q1-2018";"";"";-0.7414225;1.503571;-4.018397;"";"";"";"";"";"";"";""
"Napatech";"Norge";"OB Match";"Informationsteknik";"Kommunikation";"NAPA";"Aktier";"Q4-2017";"";"";-10.8106;1.281759;1.441862;"";"";"";"";"";"";"";""
"NattoPharma";"Sverige";"First North";"Hälsovård";"Läkemedel";"NATTO";"Aktier";"Q4-2017";"";"";6.961168;2.417399;1.43938;"";"";"";"";"";"";"";""
"NattoPharma No";"Norge";"Oslo Axess";"Hälsovård";"Läkemedel";"NATTO";"Aktier";"Q4-2017";"";"";7.111814;2.469667;1.470502;"";"";"";"";"";"";"";""
"Navamedic";"Norge";"OB Match";"Hälsovård";"Läkemedel";"NAVA";"Aktier";"Q4-2017";"";"";-13.43767;0.5246048;1.32403;"";"";"";"";"";"";"";""
"NAXS Nordic Access";"Sverige";"Small Cap";"Finans & Fastighet";"Investmentbolag";"NAXS";"Aktier";"Q1-2018";"";"";15.21519;"";0.91992;"";"";"";"";"";"";"";""
"NCC A";"Sverige";"Large Cap";"Industri";"Byggnation";"NCC A";"Pref";"Q1-2018";3.009547;10.86667;38.55864;0.3382151;3.69047;20259.34;0.1807267;108.2467;0.2804216;18.02506;1144.2;"";17372
"NCC B";"Sverige";"Large Cap";"Industri";"Byggnation";"NCC B";"Aktier";"Q1-2018";2.912679;10.86667;37.5373;0.3292565;3.592716;20200.27;0.1807267;108.2467;0.2804216;18.02506;1144.2;"";17312.94
"Nederman";"Sverige";"Mid Cap";"Industri";"Byggprodukter";"NMAN";"Aktier";"Q1-2018";"";"";19.62799;1.182472;3.238811;"";"";"";"";"";"";"";""
"NEL";"Norge";"OB Match";"Industri";"Produktion";"NEL";"Aktier";"Q1-2018";"";"";-46.41791;8.278738;2.310454;"";"";"";"";"";"";"";""
"Neo Industrial";"Finland";"Small Cap";"Finans & Fastighet";"Investmentbolag";"NEO1V";"Aktier";"Q4-2017";-0.1963636;"";8.634499;0.237027;2.442729;"";"";"";"";"";"";"";""
"Nepa";"Sverige";"First North";"Informationsteknik";"Programvara & Internet";"NEPA";"Aktier";"Q1-2018";"";"";-24.57513;2.276147;11.31946;"";"";"";"";"";"";"";""
"Neste";"Finland";"Large Cap";"Energi";"Olja & Gas";"NESTE";"Aktier";"Q1-2018";"";"";16.82008;1.289976;3.81054;"";"";"";"";"";"";"";""
"Net Gaming Europe";"Sverige";"Aktietorget";"Sällanköpsvaror";"Betting & Spel";"NETG";"Aktier";"Q1-2018";"";"";39.80655;4.170516;6.789704;"";"";"";"";"";"";"";""
"Net Insight";"Sverige";"Mid Cap";"Informationsteknik";"Kommunikation";"NETI B";"Aktier";"Q1-2018";4.125191;"";-322.963;3.917953;3.042396;1373.055;-0.07645875;370.0225;-0.01165;0.03134;-9.2224;"";1542.657
"Net Trading Group";"Sverige";"NGM";"Dagligvaror";"Livsmedel";"NTGR MTF";"Aktier";"Q4-2017";"";"";-12.05861;1.712919;4.708113;"";"";"";"";"";"";"";""
"NetEnt";"Sverige";"Large Cap";"Sällanköpsvaror";"Betting & Spel";"NET B";"Aktier";"Q1-2018";"";"";20.75894;7.193638;11.09455;"";"";"";"";"";"";"";""
"Netflix";"USA";"NYSE & Nasdaq
";"Informationsteknik";"IT-Tjänster";"NFLX";"Aktier";"Q1-2018";221.3354;"";227.3722;11.95593;37.93365;"";"";"";"";"";"";"";""
"NetJobs";"Sverige";"First North";"Industri";"Bemanning";"NJOB";"Aktier";"Q4-2017";"";"";-6.367583;0.4858683;3.398933;"";"";"";"";"";"";"";""
"Netmore";"Sverige";"First North";"Telekommunikation";"Telekommunikationstjänster";"NETM B";"Aktier";"Q1-2018";"";"";-0.3340397;1.694443;0.5436485;"";"";"";"";"";"";"";""
"NeuroSearch";"Denmark";"Small Cap";"Hälsovård";"Bioteknik";"NEUR";"Aktier";"Q4-2017";-0.7827587;"";-15.08085;54.37758;1.623499;"";"";"";"";"";"";"";""
"NeuroVive Pharmaceutical";"Sverige";"Small Cap";"Hälsovård";"Läkemedel";"NVP";"Aktier";"Q1-2018";"";"";-2.05072;193.692;1.481981;"";"";"";"";"";"";"";""
"New Equity Venture";"Sverige";"Aktietorget";"Sällanköpsvaror";"Konsument";"NEVI B";"Aktier";"Q1-2018";"";"";-5.305672;3.111259;2.205099;"";"";"";"";"";"";"";""
"New Nordic Healthbrands";"Sverige";"First North";"Dagligvaror";"Konsumentprodukter";"NNH";"Aktier";"Q1-2018";"";"";19.53283;1.2751;6.659315;"";"";"";"";"";"";"";""
"New Wave";"Sverige";"Mid Cap";"Sällanköpsvaror";"kläder & Textil";"NEWA B";"Aktier";"Q1-2018";1.161637;0.9886667;10.21297;0.6106692;1.109712;4758.062;0.05625247;65.83066;0.1055234;2.999467;-10.73999;0.05386422;3073.702
"NewCap Holding";"Denmark";"Small Cap";"Finans & Fastighet";"Investmentbolag";"NEWCAP";"Aktier";"Q4-2017";-0.627027;"";-3.213038;0.4181924;0.5544599;"";"";"";"";"";"";"";""
"News55";"Sverige";"NGM";"Sällanköpsvaror";"Media";"N55 MTF";"Aktier";"Q1-2018";"";"";-0.9812638;0.8610055;1.950365;"";"";"";"";"";"";"";""
"Nexam";"Sverige";"First North";"Industri";"Produktion";"NEXAM";"Aktier";"Q1-2018";"";"";-104.9305;12.47263;3.048013;"";"";"";"";"";"";"";""
"Nexar Group";"Sverige";"NGM";"Sällanköpsvaror";"Hotell, restaurang & nöje";"NXAR MTF";"Aktier";"Q4-2017";"";"";-0.2670441;24.12575;2.180272;"";"";"";"";"";"";"";""
"Nexstim";"Sverige";"First North";"Hälsovård";"Sjukvård";"NXTMS";"Aktier";"Q4-2017";"";"";-3.340019;8.885714;4.433023;"";"";"";"";"";"";"";""
"Nexstim Oyj";"Finland";"First North";"Hälsovård";"Sjukvård";"NXTMH";"Aktier";"Q2-2017";"";"";-2.881517;6.212049;2.41272;"";"";"";"";"";"";"";""
"NEXT Biometrics";"Norge";"OB Match";"Informationsteknik";"Elektronisk utrustning";"NEXT";"Aktier";"Q1-2018";"";"";-3.315897;6.092663;3.125071;"";"";"";"";"";"";"";""
"Next Games";"Finland";"First North";"Sällanköpsvaror";"Betting & Spel";"NXTGMS";"Aktier";"Q4-2017";"";"";-16.99029;3.333449;2.961508;"";"";"";"";"";"";"";""
"NextCell Pharma";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"NEXTCL";"Aktier";"Q2-2018";"";"";-3.208385;64.75888;4.418564;"";"";"";"";"";"";"";""
"NextGenTel";"Norge";"OB Standard";"Telekommunikation";"Telekommunikationstjänster";"NGT";"Aktier";"Q1-2018";"";"";-145.4619;0.3145998;2.169621;"";"";"";"";"";"";"";""
"NFO Drives";"Sverige";"Aktietorget";"Industri";"Produktion";"NFO";"Aktier";"Q1-2018";"";"";-29.5679;3.728436;5.466526;"";"";"";"";"";"";"";""
"NGEx Resources";"Sverige";"Mid Cap";"Material";"Gruv & Metall";"NGQ";"Aktier";"Q1-2018";"";"";-26.49007;"";13.5588;"";"";"";"";"";"";"";""
"NGS";"Sverige";"Small Cap";"Industri";"Bemanning";"NGS";"Aktier";"Q1-2018";"";"";8.817679;0.5204744;1.687652;"";"";"";"";"";"";"";""
"NIBE";"Sverige";"Large Cap";"Industri";"Byggprodukter";"NIBE B";"Aktier";"Q1-2018";19.34222;0.5386667;26.42533;2.365911;3.375101;19545.84;0.09992082;418.1073;0.1815115;1.782853;-217.6867;0.1578741;16309.12
"Nickel Mountain";"Sverige";"NGM";"Material";"Gruv & Metall";"NICK MTF";"Aktier";"Q1-2018";"";"";-24.91525;"";0.4101242;"";"";"";"";"";"";"";""
"Nicoccino";"Sverige";"First North";"Dagligvaror";"Konsumentprodukter";"NICO";"Aktier";"Q1-2018";"";"";-13.90686;1025.328;3.584413;"";"";"";"";"";"";"";""
"Nike";"USA";"NYSE & Nasdaq
";"Dagligvaror";"Konsumentprodukter";"NKE";"Aktier";"Q2-2017";9.128325;"";"";"";"";"";"";"";"";"";"";"";""
"Nilfisk";"Denmark";"Large Cap";"Industri";"Tjänster & Leverans";"NLFSK";"Aktier";"Q1-2018";"";"";23.36861;0.8148137;7.442574;"";"";"";"";"";"";"";""
"Nilsson Special Vehicles";"Sverige";"First North";"Industri";"Produktion";"NILS";"Aktier";"Q1-2018";"";"";-4.389763;0.2301313;0.730294;"";"";"";"";"";"";"";""
"Nilörngruppen";"Sverige";"Small Cap";"Industri";"Tjänster & Leverans";"NIL B";"Aktier";"Q1-2018";"";"";15.63345;1.410843;5.736287;"";"";"";"";"";"";"";""
"Nischer";"Sverige";"NGM";"Finans & Fastighet";"Fastigheter";"NIS MTF";"Aktier";"Q4-2017";"";"";-5.240848;3.196851;0.8776136;"";"";"";"";"";"";"";""
"Nitro Games";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"NITRO";"Aktier";"Q1-2018";"";"";-2.807703;5.417329;5.674106;"";"";"";"";"";"";"";""
"Nixu";"Finland";"First North";"Informationsteknik";"Programvara & Internet";"NIXU";"Aktier";"Q4-2017";"";"";-450.1845;2.355057;4.090979;"";"";"";"";"";"";"";""
"NKT Holding";"Denmark";"Large Cap";"Industri";"Tjänster & Leverans";"NKT";"Aktier";"Q1-2018";1.134091;"";0.7509267;0.4381967;0.8830096;"";"";"";"";"";"";"";""
"NNIT";"Denmark";"Mid Cap";"Informationsteknik";"IT-Tjänster";"NNIT";"Aktier";"Q1-2018";"";"";19.85713;1.426052;4.415215;"";"";"";"";"";"";"";""
"Nobia";"Sverige";"Large Cap";"Sällanköpsvaror";"Konsument";"NOBI";"Aktier";"Q1-2018";2.992756;2.044667;12.30355;0.9792373;2.679772;11143.15;0.0818973;169.6431;0.1138608;2.556467;495.3333;0.07720011;9549.215
"Nobina";"Sverige";"Mid Cap";"Industri";"Tjänster & Leverans";"NOBINA";"Aktier";"Q4-2018";"";"";17.9576;0.5489459;3.476403;"";"";"";"";"";"";"";""
"Nokia";"Sverige";"Large Cap";"Informationsteknik";"Kommunikation";"NOKIA SEK";"Aktier";"Q1-2018";-0.6312545;2.75476;-24.76172;1.295529;1.733492;341843.1;0.1215698;4284.117;0.1089767;3.766033;26152.42;"";377565.8
"Nokia Oyj";"Finland";"Large Cap";"Informationsteknik";"Kommunikation";"NOKIA";"Aktier";"Q1-2018";-0.6740523;0.292;-23.32554;1.227053;1.762932;36033.75;0.1212873;4284.117;0.1086062;0.3917933;2808.333;"";39888.15
"Nokian Renkaat";"Finland";"Large Cap";"Industri";"Produktion";"NRE1V";"Aktier";"Q1-2018";6.737735;"";20.3063;2.857378;3.002913;"";"";"";"";"";"";"";""
"Nolato";"Sverige";"Mid Cap";"Industri";"Produktion";"NOLA B";"Aktier";"Q1-2018";20.68571;6.286667;29.80152;2.702262;8.278197;4375.202;0.1783008;26.309;0.1870864;10.17172;208.3333;"";4297.603
"Nordea";"Sverige";"Large Cap";"Finans & Fastighet";"Bank";"NDA SEK";"Aktier";"Q1-2018";1.770333;4.16726;11.59839;3.739731;1.07912;506247.3;0.00602341;3822.279;0.1289431;7.227053;17914.57;0.04887997;286045.1
"Nordea Dkk";"Denmark";"Large Cap";"Finans & Fastighet";"Bank";"NDA DKK";"Aktier";"Q1-2018";1.504392;3.3059;11.2589;3.624123;1.09402;398791.4;0.006039018;3822.279;0.1292168;5.724713;15212.53;0.04230835;225997.4
"Nordea Oyj";"Finland";"Large Cap";"Finans & Fastighet";"Bank";"NDA1V";"Aktier";"Q1-2018";1.486755;0.444;11.23437;3.616049;1.091582;53593.44;0.006039018;3822.279;0.1292168;0.7687666;2040.867;0.04221148;30387.71
"Nordfyns Bank";"Denmark";"Small Cap";"Finans & Fastighet";"Bank";"NRDF";"Aktier";"Q1-2018";1.329008;"";4.810647;1.744469;0.7750849;"";"";"";"";"";"";"";""
"Nordic Flanges";"Sverige";"First North";"Industri";"Produktion";"NFAB";"Aktier";"Q4-2017";"";"";-4.961588;0.4111365;1.018688;"";"";"";"";"";"";"";""
"Nordic Leisure AB";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"NLAB";"Aktier";"Q1-2018";"";"";28.50356;5.861868;5.43603;"";"";"";"";"";"";"";""
"Nordic Mining";"Norge";"Oslo Axess";"Material";"Gruv & Metall";"NOM";"Aktier";"Q1-2018";"";"";-6.527464;"";2.885454;"";"";"";"";"";"";"";""
