"Bolagsnamn";"Info";"Info";"Info";"Info";"Info";"Info";"Info";"Kursutveck.";"Utdelning";"P/E";"P/S";"P/B";"EV";"ROIC";"Antal Aktier";"ROE";"Vinst/Aktie";"FCF";"Vinsttillväxt";"Börsvärde"
"Avanza";"Sverige";"Large Cap";"Finans & Fastighet";"Bank";"AZA";"Aktier";"Q1-2018";33.4031;7.466667;35.17839;13.24846;10.7891;18608.21;0.01096198;28.37193;0.3091918;8.733474;283.5227;0.1600895;5850.886
"Awardit";"Sverige";"First North";"Informationsteknik";"IT-Tjänster";"AWRD";"Aktier";"Q1-2018";"";"";26.31579;6.299406;12.70266;"";"";"";"";"";"";"";""
"Avensia";"Sverige";"First North";"Informationsteknik";"IT-Tjänster";"AVEN";"Aktier";"Q1-2018";"";"";44.43615;2.225568;10.85661;"";"";"";"";"";"";"";""
"Awilco Drilling";"Norge";"Oslo Axess";"Energi";"Olja & Gas";"AWDR";"Aktier";"Q1-2018";"";"";7.233051;1.329561;0.5755655;"";"";"";"";"";"";"";""
"Awilco LNG";"Norge";"Oslo Axess";"Industri";"Tjänster & Leverans";"ALNG";"Aktier";"Q4-2017";"";"";-2.479427;3.858153;0.6207219;"";"";"";"";"";"";"";""
"Avocent Mining";"Norge";"OB Match";"Material";"Gruv & Metall";"AVM";"Aktier";"Q2-2017";"";"";-0.8950366;0.06663742;-0.06014917;"";"";"";"";"";"";"";""
"Avtech";"Sverige";"First North";"Industri";"Tjänster & Leverans";"AVT B";"Aktier";"Q1-2018";"";"";-72.26277;15.01079;7.685938;"";"";"";"";"";"";"";""
"Axactor";"Norge";"OB Match";"Finans & Fastighet";"Bank";"AXA";"Aktier";"Q1-2018";"";"";117.8295;3.556995;1.408894;"";"";"";"";"";"";"";""
"Axfood";"Sverige";"Large Cap";"Dagligvaror";"Livsmedel";"AXFO";"Aktier";"Q1-2018";3.16869;4.333333;22.94243;0.7318316;10.92213;17631.88;0.2866263;210.7224;0.3071096;4.761007;996.1334;0.05472671;17672.74
"aXichem";"Sverige";"First North";"Hälsovård";"Bioteknik";"AXIC A";"Aktier";"Q1-2018";"";"";-55.67328;3820.477;13.34207;"";"";"";"";"";"";"";""
"Axis";"Sverige";"Large Cap";"Informationsteknik";"Elektronisk utrustning";"AXIS";"Aktier";"Q1-2018";27.18965;2.38;30.91175;2.630733;7.010632;11238.65;0.6608919;69.33567;0.3837982;5.7818;304.1256;"";11797.93
"Axkid";"Sverige";"Aktietorget";"Sällanköpsvaror";"Konsument";"AXKID";"Aktier";"Q1-2018";"";"";17.52835;1.177545;4.106368;"";"";"";"";"";"";"";""
"Ayima";"Sverige";"Aktietorget";"Informationsteknik";"IT-Tjänster";"AYIMA";"Aktier";"Q1-2018";"";"";-27.64108;0.9479012;2.843704;"";"";"";"";"";"";"";""
"B2Holding";"Norge";"OB Match";"Finans & Fastighet";"Bank";"B2H";"Aktier";"Q1-2018";"";"";13.03681;3.120283;1.781427;"";"";"";"";"";"";"";""
"B3IT Management";"Sverige";"Small Cap";"Informationsteknik";"IT-Tjänster";"B3IT";"Aktier";"Q1-2018";"";"";26.08998;1.020303;5.617241;"";"";"";"";"";"";"";""
"Bactiguard";"Sverige";"Small Cap";"Hälsovård";"Läkemedel";"BACTI B";"Aktier";"Q1-2018";"";"";-60.05222;6.313999;2.433165;"";"";"";"";"";"";"";""
"Bahnhof";"Sverige";"Aktietorget";"Telekommunikation";"Telekommunikationstjänster";"BAHN B";"Aktier";"Q1-2018";"";"";43.25033;3.379343;11.99768;"";"";"";"";"";"";"";""
"Bakkafrost";"Norge";"OBX";"Dagligvaror";"Livsmedel";"BAKKA";"Aktier";"Q1-2018";"";"";22.51068;4.181575;4.132862;"";"";"";"";"";"";"";""
"Balco Group";"Sverige";"Small Cap";"Industri";"Byggprodukter";"BALCO";"Aktier";"Q1-2018";"";"";29.73717;1.455939;3.624637;"";"";"";"";"";"";"";""
"Baltic Sea Properties";"Norge";"Merkur Market";"Finans & Fastighet";"Fastigheter";"BALT-ME";"Aktier";"Q3-2017";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bambuser";"Sverige";"First North";"Informationsteknik";"IT-Tjänster";"BUSER";"Aktier";"Q4-2017";"";"";-0.3589547;0.7328557;0.420842;"";"";"";"";"";"";"";""
"Bang & Olufsen";"Denmark";"Mid Cap";"Informationsteknik";"Elektronisk utrustning";"BO";"Aktier";"Q3-2018";0.7611297;"";-125.2279;1.831195;3.65765;"";"";"";"";"";"";"";""
"BankNordik";"Denmark";"Mid Cap";"Finans & Fastighet";"Bank";"BNORDIK CSE";"Aktier";"Q1-2018";"";"";4.250955;1.804747;0.6016837;"";"";"";"";"";"";"";""
"Basware";"Finland";"Mid Cap";"Informationsteknik";"IT-Tjänster";"BAS1V";"Aktier";"Q1-2018";8.663462;"";1675;3.881628;4.797988;"";"";"";"";"";"";"";""
"Bavarian Nordic";"Denmark";"Mid Cap";"Hälsovård";"Bioteknik";"BAVA";"Aktier";"Q4-2017";0.4690075;"";34.19685;4.526019;2.474299;"";"";"";"";"";"";"";""
"Bayn Europe";"Sverige";"First North";"Dagligvaror";"Livsmedel";"BAYN";"Aktier";"Q1-2018";"";"";-0.574611;1.672117;2.442903;"";"";"";"";"";"";"";""
"BBS-Bioactive Bone";"Sverige";"First North";"Hälsovård";"Läkemedel";"BONES";"Aktier";"Q4-2017";"";"";-4.361977;965.5156;17.86351;"";"";"";"";"";"";"";""
"BBS-Bioactive Bone FI";"Finland";"First North";"Hälsovård";"Läkemedel";"BONEH";"Aktier";"Q4-2017";"";"";-4.484305;0.99255;0.01836355;"";"";"";"";"";"";"";""
"BE Group";"Sverige";"Small Cap";"Industri";"Handel & Distribution";"BEGR";"Aktier";"Q1-2018";"";"";23.30055;0.1559974;0.8122119;"";"";"";"";"";"";"";""
"Beijer Alma";"Sverige";"Mid Cap";"Industri";"Produktion";"BEIA B";"Aktier";"Q1-2018";19.26729;3.328;19.58994;1.942456;4.24739;4160.686;0.2066194;57.97933;0.200685;4.523993;169.7011;0.2999102;4021.52
"Beijer Electronics";"Sverige";"Small Cap";"Informationsteknik";"Elektronisk utrustning";"BELE";"Aktier";"Q1-2018";1.036269;1.149333;175.3494;0.9421721;1.926213;1290.245;0.1112954;20.1988;0.14491;2.012773;-8.966799;-0.09411965;964.4418
"Beijer Ref";"Sverige";"Mid Cap";"Industri";"Handel & Distribution";"BEIJ B";"Aktier";"Q1-2018";27.33829;1.29852;34.92208;1.906726;5.442168;6546.486;0.1095262;109.683;0.1549238;2.518673;70.2292;0.1622168;5504.995
"Belships";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"BEL";"Aktier";"Q1-2018";"";"";3.881715;1.030795;0.994998;"";"";"";"";"";"";"";""
"Beowulf Mining";"Sverige";"Aktietorget";"Material";"Gruv & Metall";"BEO SDB";"Aktier";"Q4-2017";"";"";-31.7757;"";3.424874;"";"";"";"";"";"";"";""
"Bergen Group";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"BERGEN";"Aktier";"Q1-2018";"";"";-7.805925;0.6690452;0.9108418;"";"";"";"";"";"";"";""
"BerGenBio";"Norge";"OB Match";"Hälsovård";"Bioteknik";"BGBIO";"Aktier";"Q1-2018";"";"";-15.13344;"";8.713555;"";"";"";"";"";"";"";""
"Bergman & Beving";"Sverige";"Mid Cap";"Industri";"Handel & Distribution";"BERG B";"Aktier";"Q4-2018";1.069663;3.433333;2.048838;0.6671007;1.641436;4148.397;0.1187696;27.97053;0.1863001;11.01394;75.6;0.186667;3214.198
"Bergs Timber";"Sverige";"Small Cap";"Material";"Skog";"BRG B";"Aktier";"Q2-2018";-0.75;0.2066667;9.566109;0.3499498;1.1715;472.4605;-0.0007209275;61.6574;0.0004882314;0.75064;8.523267;-0.07350661;279.1269
"Berkshire Hathaway";"USA";"NYSE & Nasdaq
";"Finans & Fastighet";"Investmentbolag";"BRK-B";"Aktier";"Q3-2017";3.128004;"";26.31753;2.040132;1.594255;"";"";"";"";"";"";"";""
"Besqab";"Sverige";"Mid Cap";"Industri";"Byggnation";"BESQ";"Aktier";"Q1-2018";"";"";5.14015;0.8130649;1.180753;"";"";"";"";"";"";"";""
"Betsson";"Sverige";"Large Cap";"Sällanköpsvaror";"Betting & Spel";"BETS B";"Aktier";"Q1-2018";73.24937;2.490873;10.62772;1.674168;1.958684;6372.737;0.4328519;124.5053;0.2848732;3.596274;296.6333;0.4241886;6332.609
"BIBBIntrument";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"BIBB";"Aktier";"Q1-2018";"";"";-13.5505;229.9239;5.589902;"";"";"";"";"";"";"";""
"Bilia";"Sverige";"Mid Cap";"Sällanköpsvaror";"Återförsäljare";"BILI A";"Aktier";"Q1-2018";2.558025;2.5;11.08769;0.2630092;2.583843;4723.967;0.08473875;95.71193;0.1586571;3.2582;159.7333;0.0981268;4112.767
"BillerudKorsnäs";"Sverige";"Large Cap";"Material";"Skog";"BILL";"Aktier";"Q1-2018";1.495622;2.918667;16.35394;1.243538;1.98238;16273.82;0.0615511;136.6795;0.09861746;5.173607;102.1333;-0.006034093;12465.82
"BIMobject";"Sverige";"First North";"Informationsteknik";"Programvara & Internet";"BIM";"Aktier";"Q1-2018";"";"";-27.0013;17.16418;15.06799;"";"";"";"";"";"";"";""
"BioArctic";"Sverige";"Mid Cap";"Hälsovård";"Bioteknik";"BIOA B";"Aktier";"Q1-2018";"";"";71.74888;12.6677;3.243659;"";"";"";"";"";"";"";""
"BioGaia";"Sverige";"Mid Cap";"Hälsovård";"Bioteknik";"BIOG B";"Aktier";"Q1-2018";37.1068;4.16;37.62786;10.79178;13.43653;2412.517;0.781705;17.26066;0.2490106;5.479493;76.91506;"";2586.557
"Biohit";"Finland";"Small Cap";"Hälsovård";"Bioteknik";"BIOBV";"Aktier";"Q4-2017";2.348953;"";11.96161;7.97256;4.171689;"";"";"";"";"";"";"";""
"Bioinvent";"Sverige";"Small Cap";"Hälsovård";"Bioteknik";"BINV";"Aktier";"Q1-2018";-0.7698871;"";-6.07449;14.43636;3.373225;642.4636;-3.341211;116.3894;-1.165371;-1.398313;-91.09527;"";773.7724
"BioPorto";"Denmark";"Small Cap";"Hälsovård";"Bioteknik";"BIOPOR";"Aktier";"Q1-2018";"";"";-13.98664;20.32472;10.7553;"";"";"";"";"";"";"";""
"Bioservo Technologies";"Sverige";"First North";"Hälsovård";"Sjukvård";"BIOS";"Aktier";"Q1-2018";"";"";-6.416891;11.98611;2.29969;"";"";"";"";"";"";"";""
"Biotage";"Sverige";"Mid Cap";"Hälsovård";"Bioteknik";"BIOT";"Aktier";"Q1-2018";15.0294;0.56;45.29389;8.712841;10.18464;1353.354;0.04715158;73.71468;0.03787458;0.4835534;29.02994;"";1464.885
"Biotec Pharmacon";"Norge";"OB Match";"Hälsovård";"Bioteknik";"BIOTEC";"Aktier";"Q1-2018";"";"";-9.495646;3.68196;6.566267;"";"";"";"";"";"";"";""
"Biovica";"Sverige";"First North";"Hälsovård";"Bioteknik";"BIOVIC B";"Aktier";"Q2-2018";"";"";-9.01862;19.46045;1.95965;"";"";"";"";"";"";"";""
"Bio-Works";"Sverige";"First North";"Hälsovård";"Bioteknik";"BIOWKS";"Aktier";"Q4-2017";"";"";-6.532212;21.62329;1.555842;"";"";"";"";"";"";"";""
"Bittium";"Finland";"Mid Cap";"Informationsteknik";"Elektronisk utrustning";"BITTI";"Aktier";"Q4-2017";2.111764;"";-60.87457;3.511496;1.61583;"";"";"";"";"";"";"";""
"Björn Borg";"Sverige";"Small Cap";"Sällanköpsvaror";"kläder & Textil";"BORG";"Aktier";"Q1-2018";"";"";12.84116;0.8825076;2.099904;"";"";"";"";"";"";"";""
"Black Sea Property";"Norge";"Merkur Market";"Finans & Fastighet";"Fastigheter";"BSP-ME";"Aktier";"Q2-2017";"";"";-3.248523;"";0.508113;"";"";"";"";"";"";"";""
"BlackPearl Resources";"Sverige";"Mid Cap";"Energi";"Olja & Gas";"PXXS SDB";"Aktier";"Q1-2018";"";"";-7833.333;3.387235;0.7346461;"";"";"";"";"";"";"";""
"Blue Vision";"Denmark";"Small Cap";"Finans & Fastighet";"Fastigheter";"BLVIS A";"Aktier";"Q4-2017";"";"";-15.71429;"";0.4263951;"";"";"";"";"";"";"";""
"Bodyflight";"Sverige";"Aktietorget";"Sällanköpsvaror";"Hotell, restaurang & nöje";"BODYFLI";"Aktier";"Q1-2018";"";"";26.66667;2.643711;7.319329;"";"";"";"";"";"";"";""
"Boliden";"Sverige";"Large Cap";"Material";"Gruv & Metall";"BOL";"Aktier";"Q1-2018";25.23785;5.3;12.02028;1.725402;2.292245;40019.38;0.1217968;277.3383;0.167203;12.44153;1895.533;0.4323934;34227.98
"Bonava A";"Sverige";"Large Cap";"Finans & Fastighet";"Fastigheter";"BONAV A";"Pref";"Q1-2018";"";"";11.51685;0.9185585;1.794611;"";"";"";"";"";"";"";""
"Bonava B";"Sverige";"Large Cap";"Finans & Fastighet";"Fastigheter";"BONAV B";"Aktier";"Q1-2018";"";"";11.20973;0.8940636;1.746755;"";"";"";"";"";"";"";""
"Bonesupport";"Sverige";"Small Cap";"Hälsovård";"Läkemedel";"BONEX";"Aktier";"Q1-2018";"";"";-3.935737;4.04719;1.242361;"";"";"";"";"";"";"";""
"Bong Ljungdahl";"Sverige";"Small Cap";"Industri";"Tjänster & Leverans";"BONG";"Aktier";"Q1-2018";-0.9264302;0.3333333;-11.53846;0.1137849;0.3279128;997.1822;-0.006165411;81.821;-0.04189927;-0.2694733;108.0371;"";277.8319
"Bonheur";"Norge";"OB Match";"Finans & Fastighet";"Investmentbolag";"BON";"Aktier";"Q1-2018";4.057778;"";-4.154543;0.5867482;0.6135471;"";"";"";"";"";"";"";""
"Bonäsudden";"Sverige";"First North";"Finans & Fastighet";"Fastigheter";"BONAS";"Aktier";"Q4-2017";"";"";42.8128;10.04434;1.115303;"";"";"";"";"";"";"";""
"Boozt";"Sverige";"Mid Cap";"Sällanköpsvaror";"kläder & Textil";"BOOZT";"Aktier";"Q1-2018";"";"";-725.8835;1.992224;5.487233;"";"";"";"";"";"";"";""
"Borgestad";"Norge";"OB Match";"Industri";"Handel & Distribution";"BOR";"Aktier";"Q1-2018";"";"";-7.419131;0.2672243;0.5279304;"";"";"";"";"";"";"";""
"Borr Drilling";"Norge";"OB Match";"Energi";"Olja & Gas";"BDRILL";"Aktier";"Q4-2017";"";"";-29.27786;25763.56;1.725739;"";"";"";"";"";"";"";""
"Borregaard";"Norge";"OB Match";"Industri";"Produktion";"BRG";"Aktier";"Q1-2018";"";"";16.46847;1.945095;2.956972;"";"";"";"";"";"";"";""
"Bosjö Fastigheter";"Sverige";"Aktietorget";"Finans & Fastighet";"Fastigheter";"BOSJO";"Aktier";"Q2-2018";"";"";4.779829;6.014859;1.177582;"";"";"";"";"";"";"";""
"Botnia Exploration";"Sverige";"First North";"Material";"Gruv & Metall";"BOTX";"Aktier";"Q4-2017";"";"";-14.83797;30.76576;2.260889;"";"";"";"";"";"";"";""
"Boule Diagnostics";"Sverige";"Small Cap";"Hälsovård";"Sjukvård";"BOUL";"Aktier";"Q1-2018";"";"";8.47212;0.873991;1.321668;"";"";"";"";"";"";"";""
"Bouvet";"Norge";"OB Standard";"Informationsteknik";"IT-Tjänster";"BOUVET";"Aktier";"Q1-2018";"";"";20.14081;1.440708;10.04053;"";"";"";"";"";"";"";""
"BrainCool";"Sverige";"Aktietorget";"Hälsovård";"Sjukvård";"BRAIN";"Aktier";"Q1-2018";"";"";-9.23651;43.31713;3.023161;"";"";"";"";"";"";"";""
"Bravida";"Sverige";"Large Cap";"Industri";"Tjänster & Leverans";"BRAV";"Aktier";"Q1-2018";"";"";17.45323;0.8217251;2.968084;"";"";"";"";"";"";"";""
"Brd. Klee";"Denmark";"Small Cap";"Sällanköpsvaror";"Återförsäljare";"KLEE B";"Aktier";"Q4-2017";3.864394;"";122.49;7.483438;20.41314;"";"";"";"";"";"";"";""
"Brdr. A&O Johansen";"Denmark";"Small Cap";"Sällanköpsvaror";"Återförsäljare";"AOJ P";"Aktier";"Q1-2018";6.575;"";6.058788;0.2078672;1.279873;"";"";"";"";"";"";"";""
"Brdr. Hartmann";"Denmark";"Mid Cap";"Industri";"Produktion";"HART";"Aktier";"Q1-2018";2.848437;"";19.69211;1.190922;3.470884;"";"";"";"";"";"";"";""
"Bredband2";"Sverige";"First North";"Telekommunikation";"Telekommunikationstjänster";"BRE2";"Aktier";"Q1-2018";"";0.01133333;30.76923;1.948428;10.46457;280.6389;-0.0278736;542.862;-0.04909788;0.001960001;5.189402;"";297.0093
"Brighter";"Sverige";"First North";"Hälsovård";"Sjukvård";"BRIG";"Aktier";"Q1-2018";"";"";-15.78134;16.90182;6.54348;"";"";"";"";"";"";"";""
"Brinova";"Sverige";"First North";"Finans & Fastighet";"Fastigheter";"BRIN B";"Aktier";"Q1-2018";"";"";11.5933;4.944732;0.8627267;"";"";"";"";"";"";"";""
"Briox";"Sverige";"NGM";"Informationsteknik";"IT-Tjänster";"BRIX MTF";"Aktier";"Q1-2018";"";"";-7.658451;13.84082;7.57849;"";"";"";"";"";"";"";""
"Brondby IF";"Denmark";"Small Cap";"Sällanköpsvaror";"Hotell, restaurang & nöje";"BIF";"Aktier";"Q4-2017";"";"";-15.6213;2.63515;3.01064;"";"";"";"";"";"";"";""
"Bråviken Logistik";"Sverige";"Aktietorget";"Finans & Fastighet";"Fastigheter";"BRALOG";"Aktier";"Q4-2017";"";"";18.25039;11.83729;1.060062;"";"";"";"";"";"";"";""
"BTS Group";"Sverige";"Small Cap";"Industri";"Tjänster & Leverans";"BTS B";"Aktier";"Q1-2018";13.01252;1.656667;21.58903;1.690555;3.522814;920.3481;0.4568819;18.27013;0.1803608;3.13006;20.453;0.1854009;988.5616
"Bublar";"Sverige";"NGM";"Informationsteknik";"Elektronisk utrustning";"BUBL MTF";"Aktier";"Q1-2018";"";"";-4.393043;14.97683;2.291546;"";"";"";"";"";"";"";""
"Bufab";"Sverige";"Mid Cap";"Industri";"Handel & Distribution";"BUFAB";"Aktier";"Q1-2018";"";"";20.05817;1.360889;2.920825;"";"";"";"";"";"";"";""
"Bulten";"Sverige";"Mid Cap";"Industri";"Produktion";"BULTEN";"Aktier";"Q1-2018";"";"";13.76188;0.7432576;1.433216;"";"";"";"";"";"";"";""
"Bure Equity";"Sverige";"Mid Cap";"Finans & Fastighet";"Investmentbolag";"BURE";"Aktier";"Q1-2018";16.02342;2.03;5.345902;3.8411;0.84641;2060.65;0.2063507;71.5592;0.1866759;10.50315;431.0734;"";2797.57
"BW LPG";"Norge";"OBX";"Industri";"Handel & Distribution";"BWLPG";"Aktier";"Q1-2018";"";"";-10.09166;1.315643;0.5716974;"";"";"";"";"";"";"";""
"BW Offshore Limited";"Norge";"OB Match";"Energi";"Olja & Gas";"BWO";"Aktier";"Q4-2017";"";"";27.61559;1.755696;0.8726897;"";"";"";"";"";"";"";""
"Bygghemma";"Sverige";"Mid Cap";"Industri";"Byggprodukter";"BHG";"Aktier";"Q1-2018";"";"";-193.4527;1.02138;1.64845;"";"";"";"";"";"";"";""
"Byggma";"Norge";"OB Standard";"Industri";"Byggprodukter";"BMA";"Aktier";"Q1-2018";7.25;"";10.45349;0.367528;0.7427282;"";"";"";"";"";"";"";""
"Byggmax";"Sverige";"Mid Cap";"Sällanköpsvaror";"Återförsäljare";"BMAX";"Aktier";"Q1-2018";"";"";17.32223;0.5535964;2.262475;"";"";"";"";"";"";"";""
"Byggmästare AJ Ahlström";"Sverige";"First North";"Finans & Fastighet";"Fastigheter";"AJA B";"Aktier";"Q1-2018";"";"";5.890669;8.411927;1.069537;"";"";"";"";"";"";"";""
"Byggpartner";"Sverige";"First North";"Industri";"Byggprodukter";"BYGGP";"Aktier";"Q1-2018";"";"";11.74161;0.28055;2.826142;"";"";"";"";"";"";"";""
"C Security";"Sverige";"Aktietorget";"Informationsteknik";"Elektronisk utrustning";"CSEC";"Aktier";"Q1-2018";"";"";-5.642633;17.21879;10.50029;"";"";"";"";"";"";"";""
"Camanio Care";"Sverige";"Aktietorget";"Hälsovård";"Sjukvård";"CARE";"Aktier";"Q1-2018";"";"";-1.688133;3.284991;2.228811;"";"";"";"";"";"";"";""
"Camurus";"Sverige";"Mid Cap";"Hälsovård";"Läkemedel";"CAMX";"Aktier";"Q1-2018";"";"";-20.53905;74.05056;10.98515;"";"";"";"";"";"";"";""
"Cantargia";"Sverige";"First North";"Hälsovård";"Bioteknik";"CANTA";"Aktier";"Q1-2018";"";"";-17.48659;"";4.271451;"";"";"";"";"";"";"";""
"Capacent";"Sverige";"First North";"Industri";"Tjänster & Leverans";"CAPAC";"Aktier";"Q1-2018";"";"";13.88371;0.5616096;1.152329;"";"";"";"";"";"";"";""
"Capio";"Sverige";"Mid Cap";"Hälsovård";"Sjukvård";"CAPIO";"Aktier";"Q1-2018";"";"";15.912;0.3495227;0.9052933;"";"";"";"";"";"";"";""
"CapMan";"Finland";"Mid Cap";"Finans & Fastighet";"Investmentbolag";"CAPMAN";"Aktier";"Q1-2018";0.124812;"";21.87135;5.985588;1.870894;"";"";"";"";"";"";"";""
"Cargotec";"Finland";"Large Cap";"Industri";"Tjänster & Leverans";"CGCBV";"Aktier";"Q1-2018";"";"";21.80273;0.8909931;2.102986;"";"";"";"";"";"";"";""
"Carlsberg A";"Denmark";"Large Cap";"Dagligvaror";"Livsmedel";"CARL A";"Pref";"Q4-2017";2.711234;6.473334;85.93977;1.750532;2.305496;91281.7;0.03404107;125.2353;0.06146131;21.84174;852.0667;-0.04238635;60125.37
"Carlsberg B";"Denmark";"Large Cap";"Dagligvaror";"Livsmedel";"CARL B";"Aktier";"Q4-2017";2.621121;6.473334;85.93977;1.750532;2.305496;90269.37;0.03404107;125.2353;0.06146131;21.84174;852.0667;-0.04238635;59113.02
"Cassandra Oil";"Sverige";"First North";"Industri";"Produktion";"CASO";"Aktier";"Q1-2018";"";"";-0.5012912;"";4.954792;"";"";"";"";"";"";"";""
"Castellum";"Sverige";"Large Cap";"Finans & Fastighet";"Fastigheter";"CAST";"Aktier";"Q1-2018";3.355385;3.542454;7.41546;7.394187;1.169988;38737.16;0.0464184;199.9388;0.1181905;9.465906;-1031.4;0.1398363;18949.43
"Catella A";"Sverige";"Mid Cap";"Finans & Fastighet";"Fastigheter";"CAT A";"Pref";"Q1-2018";3.410701;0.24;11.03373;0.7915542;1.228979;929.4991;-0.05803916;77.18133;0.02455685;0.6991667;153.2;"";987.0324
"Catella B";"Sverige";"Mid Cap";"Finans & Fastighet";"Fastigheter";"CAT B";"Aktier";"Q1-2018";1.5625;0.24;11.12418;0.7980424;1.239053;898.4827;-0.05803916;77.18133;0.02455685;0.6991667;153.2;"";956.0161
"Catena";"Sverige";"Mid Cap";"Finans & Fastighet";"Fastigheter";"CATE";"Aktier";"Q1-2018";"";"";11.44324;7.030582;1.387822;"";"";"";"";"";"";"";""
"Catena Media";"Sverige";"Mid Cap";"Sällanköpsvaror";"Betting & Spel";"CTM";"Aktier";"Q1-2018";"";"";34.15631;9.494807;6.388101;"";"";"";"";"";"";"";""
"Caverion";"Finland";"Mid Cap";"Industri";"Tjänster & Leverans";"CAV1V";"Aktier";"Q1-2018";"";"";-56.59214;0.4108359;3.793723;"";"";"";"";"";"";"";""
"Cavotec";"Sverige";"Mid Cap";"Industri";"Produktion";"CCC";"Aktier";"Q1-2018";"";"";-5.721895;1.014889;1.977929;"";"";"";"";"";"";"";""
"cBrain";"Denmark";"Small Cap";"Informationsteknik";"IT-Tjänster";"CBRAIN";"Aktier";"Q4-2017";"";"";117.136;9.705846;9.19351;"";"";"";"";"";"";"";""
"Cell Impact";"Sverige";"First North";"Industri";"Produktion";"CI B";"Aktier";"Q1-2018";"";"";-4.858971;66.30906;2.193101;"";"";"";"";"";"";"";""
"CellaVision";"Sverige";"Mid Cap";"Hälsovård";"Sjukvård";"CEVI";"Aktier";"Q1-2018";"";0.5533333;62.58928;13.51837;15.64235;806.8243;-0.4633784;23.352;0.0349654;0.9822667;18.0004;"";857.5084
"Cellink";"Sverige";"First North";"Hälsovård";"Bioteknik";"CELLNK B";"Aktier";"Q1-2018";"";"";-1595.376;36.56609;11.65195;"";"";"";"";"";"";"";""
"Cemat";"Denmark";"Small Cap";"Informationsteknik";"Elektronisk utrustning";"CEMAT";"Aktier";"Q4-2017";0.6374714;"";-39.09091;2.756099;1.140977;"";"";"";"";"";"";"";""
"Cereno Scientific";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"CRNO B";"Aktier";"Q1-2018";"";"";-13.38506;8.221054;3.490495;"";"";"";"";"";"";"";""
"CGit";"Sverige";"Aktietorget";"Informationsteknik";"IT-Tjänster";"CGIT B";"Aktier";"Q4-2017";"";"";-119.9675;0.7751549;6.47561;"";"";"";"";"";"";"";""
"Challenger Mobile";"Sverige";"Aktietorget";"Telekommunikation";"Telekommunikationstjänster";"CHAL B";"Aktier";"Q1-2018";"";"";-7.543859;47.13275;31.90524;"";"";"";"";"";"";"";""
"ChemoMetec";"Denmark";"Small Cap";"Hälsovård";"Sjukvård";"CHEMM";"Aktier";"Q2-2018";"";"";60.28615;8.261648;11.37334;"";"";"";"";"";"";"";""
"ChemoTech";"Sverige";"First North";"Hälsovård";"Sjukvård";"CMOTEC B";"Aktier";"Q1-2018";"";"";-1.51037;4.166482;2.178935;"";"";"";"";"";"";"";""
"Cherry";"Sverige";"Mid Cap";"Sällanköpsvaror";"Betting & Spel";"CHER B";"Aktier";"Q1-2018";"";"";59.67383;2.792839;5.02291;"";"";"";"";"";"";"";""
"Chordate Medical";"Sverige";"NGM";"Hälsovård";"Läkemedel";"CMH MTF";"Aktier";"Q3-2017";"";"";-0.749983;2.797121;0.4656236;"";"";"";"";"";"";"";""
"Chr Hansen";"Denmark";"Large Cap";"Hälsovård";"Bioteknik";"CHR";"Aktier";"Q2-2018";"";"";48.79518;10.10924;14.55313;"";"";"";"";"";"";"";""
"Christian Berner Tech";"Sverige";"Small Cap";"Industri";"Produktion";"CBTT B";"Aktier";"Q1-2018";"";"";18.70828;0.7796221;3.512888;"";"";"";"";"";"";"";""
"ChromoGenics";"Sverige";"First North";"Industri";"Byggprodukter";"CHRO";"Aktier";"Q1-2018";"";"";-0.4774239;4.035396;0.6044474;"";"";"";"";"";"";"";""
"Cibus Nordic";"Sverige";"First North";"Finans & Fastighet";"Fastigheter";"CIBUS";"Aktier";"Q4-2017";"";"";"";"";"";"";"";"";"";"";"";"";""
"Cimco Marine";"Sverige";"First North";"Industri";"Produktion";"CIMCO";"Aktier";"Q4-2017";"";"";-5.695842;19.80633;2.098187;"";"";"";"";"";"";"";""
"Cinnober";"Sverige";"First North";"Informationsteknik";"IT-Tjänster";"CINN";"Aktier";"Q1-2018";"";"";-9.868362;3.198861;9.358356;"";"";"";"";"";"";"";""
"Cisco Systems";"USA";"NYSE & Nasdaq
";"Informationsteknik";"IT-Tjänster";"CSCO";"Aktier";"Q3-2017";1.879624;"";23.03872;4.748278;3.522972;"";"";"";"";"";"";"";""
"Citycon";"Finland";"Large Cap";"Finans & Fastighet";"Fastigheter";"CTY1S";"Aktier";"Q1-2018";1.421147;"";21.39955;5.078062;0.7661476;"";"";"";"";"";"";"";""
"Clas Ohlson";"Sverige";"Mid Cap";"Sällanköpsvaror";"Återförsäljare";"CLAS B";"Aktier";"Q3-2018";0.001948072;4.35;10.53012;0.6017177;2.133382;7425.752;0.2748891;64.26146;0.2376875;6.032114;284.0133;0.04773971;7688.245
